username,tweet
barackobama,rt president obama “higher education is the single most important investment you can make in your future ”
barackobama,we'll be live tweeting the president's speech on —follow along for the latest
barackobama,watch live president obama speaks in north carolina about preventing interest rate hikes on student loans
barackobama,if congress doesn’t act more than 7 million students will pay double the interest on their student loans starting july 1
barackobama,george clooney is hosting the president next month and you're invited start thinking about your +1
barackobama,photo of the day president obama and elie wiesel tour the united states holocaust memorial museum
barackobama,pa volunteers are building this campaign in the rain—reminding folks to vote in tomorrow’s primary
barackobama,president obama said he'd make college more affordable he's delivered
barackobama,rt making college affordable is a priority for president obama not for mitt romney
barackobama,rt pa here in pennsylvania people are fired up to vote for tomorrow
barackobama,organizing communities block by block is how we’re going to win—be a leader and organize yours this summer
barackobama,if congress doesn’t act the average student with federal stafford loans will pay an extra $1 000 a year for college
barackobama,meeting president obama at a party hosted by george clooney—check two things off your life list
barackobama,"""i feel so strongly about the availability of women's health care services that it's worth pitching in """
barackobama,"rt potus ""we must continue believing in a future to stare into the abyss to face the darkness and say 'there is a future '"""
barackobama,"rt ""it is a truly humbling moment to be introduced by elie wiesel ”—president obama at the"
barackobama,we'll be live tweeting the president's speech on —follow along for the latest
barackobama,watch live president obama speaks at the u s holocaust memorial museum
barackobama,happy celebrate clean air clean water and clean energy by joining environmentalists for obama
barackobama,the president announces the launch of environmentalists for obama
barackobama,go green this earth day with an environmentalists for obama t shirt
barackobama,president obama urges congress to prevent student loan interest rates from doubling
barackobama,president obama continued to advocate for kids by supporting new anti bullying legislation today join him
barackobama,friday facts how president obama has made reducing carbon pollution a priority
barackobama,the other side will try to buy this election with negative attack ads—but we can win by out organizing them
barackobama,this week's is a must read for all election news
barackobama,last year the u s relied less on foreign oil than at any time since 1995
barackobama,this one’s hard to turn down—chip in $3 for a chance to meet the president at george clooney’s house
barackobama,rt joe spells out why organizing for now will make all the difference in november
barackobama,summer organizing alums talk about their experiences and why you should apply
barackobama,what three years of progress for the lgbt community looks like
barackobama,200 days to go—as interpreted by the canvassers/button enthusiasts of va
barackobama,"“between now and november we'll be doubling down on our efforts to register voters ""—james in missouri"
barackobama,alex wants his kids to know that they can make a difference in other people’s lives—so he became a summer organizer
barackobama,from safer schools to ending take a look at three years of progress for lgbt americans
barackobama,dinner with the president at george clooney’s house chip in $3 now for a chance to win
barackobama,as a fellow you’ll help protect our progress by organizing folks in your community apply now
barackobama,watch live president obama welcomes the bcs national champion alabama crimson tide to the white house
barackobama,by 2016 president obama’s safeguards against toxic mercury pollution will prevent up to 120 000 asthma attacks each year
barackobama,an uninsured father with a cancer diagnosis could have been a short sad story thanks to the it’s not
barackobama,rt poignant photo of the president sitting on the famed rosa parks bus
barackobama,the countdown is on—200 days to pull out all the stops and re elect this president be a part of it
barackobama,"""i love learning what the real issues are and brainstorming how we can work to get those issues brought to the table """
barackobama,president obama met with some ohioans who are benefitting from community college job training programs today
barackobama,a summer organizing fellowship could change your life your community and the country apply here
barackobama,hoy celebramos el lanzamiento de latinos for obama síguenos en y explora nuestra página
barackobama,by 2025 president obama’s fuel efficiency standards will save the average family $8 000 on gas over the life of a new car
barackobama,four major environmental groups endorsed president obama this morning
barackobama,"rt “job training programs like this one would be forced to cut back ""—president obama on the proposed gop budget"
barackobama,rt potus “in lorain county 90 percent of people who graduate from this program have a job three months later ”
barackobama,we'll be live tweeting the president's speech on —follow along for the latest
barackobama,watch live president obama speaks in ohio about the economy
barackobama,“estamos unidos ”—president obama launches
barackobama,welcome to twitter —follow along for news from community leaders upcoming events and ways to get involved
barackobama,pick out a few classics from the store for half off the original price
barackobama,four years ago barack obama promised to fight for equal pay see how he's followed through as president
barackobama,the senate gop blocked the yesterday—but this isn’t over stand with president obama for tax fairness
barackobama,rt president obama and mitt romney have a different definition of transparency
barackobama,rt take a look at mitt romney's message to the president—then send romney a message of your own
barackobama,"until there are ""no remaining ceilings left to shatter"""
barackobama,potus “we must keep striving for an america where everyone gets an equal day's pay for an equal day's work ”
barackobama,check out president obama’s plan to crack down on price manipulation in the oil markets
barackobama,rt “today we’re announcing new steps to strengthen regulation of energy markets ”—president obama
barackobama,we’ll be live tweeting the president’s speech on —follow along for the latest
barackobama,watch live president obama speaks about his plan to crack down on price manipulation in the oil market
barackobama,here’s to lilly ledbetter and to all those fighting for women to get equal pay for equal work
barackobama,supporters in cleveland got fired up with the red hot chili peppers over the weekend
barackobama,rt if you stand with president obama in support of millionaires paying their fair share in taxes
barackobama,today the senate gop voted to protect tax loopholes for millionaires at the expense of the middle class
barackobama,stand with president obama to say middle class americans shouldn't pay a higher tax rate than millionaires
barackobama,"potus on the vote ""we simply cannot afford to keep spending money on tax cuts that the wealthiest americans don’t need and didn’t ask for """
barackobama,senate republicans have blocked the —putting tax breaks for millionaires above the interests of middle class families
barackobama,latinos for obama launches on wednesday celebrate the kickoff at a local house party—then get involved
barackobama,joel’s a millionaire—and he thinks passing the should be a no brainer
barackobama,rachel from az agrees with the president—middle class families shouldn’t pay a higher tax rate than millionaires
barackobama,usa nuestra nueva calculadora para ver la diferencia entre la tasa de impuestos de mitt romney y la tuya
barackobama,it's not too late to tell your senator you support the tweet your legislator now
barackobama,about 55 000 millionaires pay a lower effective tax rate than millions of middle class families the would fix that
barackobama,see if you pay a higher tax rate than some millionaires and billionaires do
barackobama,donors report back on march results
barackobama,the senate is scheduled to vote on the today tweet your senator and ask them to support it
barackobama,even president reagan said it was wrong for a millionaire to pay a lower tax rate than a bus driver
barackobama,rt mitt romney versus reality vol 3
barackobama,stock up on classics from the store for half off the original price
barackobama,bo's got three years under his collar as the first dog wish him a happy anniversary as a member of the first family
barackobama,president obama and most americans agree—it’s time for congress to pass the
barackobama,here’s what we could accomplish if just one of the 400 wealthiest americans paid a fair tax rate
barackobama,tomorrow is bo’s third anniversary as first dog help celebrate by picking your favorite photo on pet lovers for obama
barackobama,show the vp some love for the latest news on the vice president from the campaign trail
barackobama,why do you support the let everyone know by writing a letter to the editor with this easy tool
barackobama,watch live president obama speaks about trade with latin america
barackobama,rt five ways president obama is supporting economic opportunities for women
barackobama,if just one of the 400 wealthiest americans paid a fair share more than 750 firefighters could stay on the job
barackobama,we now know who our opponent is—and president obama needs you on his side chip in $3 today
barackobama,kelly goes “all out” with her volunteering in mississippi
barackobama,unlike romney’s campaign lilly ledbetter thinks that equal pay for equal work shouldn’t be a question
barackobama,smile vp and a young supporter have their photo taken in exeter nh today
barackobama,if just one of the 400 richest americans paid a fair tax rate more than 5 400 low income students could receive pell grants
barackobama,two thirds of america’s millionaires support the
barackobama,rt watch vice president biden’s speech live
barackobama,we’ll be live tweeting the vice president’s speech on —follow along for the latest
barackobama,see if you're one of the millions of americans who pay a higher tax rate than mitt romney
barackobama,rt nh gets ready for ’s speech here tomorrow
barackobama,"rt mitt romney on planned parenthood ""we’re going to get rid of that"""
barackobama,how does your tax rate compare to mitt romney’s
barackobama,rt mitt romney’s campaign doesn’t know where he stands on the lilly ledbetter fair pay act
barackobama,our take mitt romney should listen to lilly ledbetter
barackobama,stand by the to ensure millionaires stop getting tax breaks they didn’t ask for and don’t need
barackobama,if one of the 400 highest income earners paid a fair tax rate more than 300 teachers could stay in the classroom
barackobama,now that the gop primary is all but over remember what romney said he’d do to roll back our progress
barackobama,mitt romney has millions stored in offshore tax havens like the cayman islands rt if you agree he should close them
barackobama,five things you and your friends need to know about mitt romney
barackobama,"“i was shocked and disappointed to hear that mitt romney is not willing to stand up for women and their families """
barackobama,the republican primary is all but over and this race is on are you ready
barackobama,watch live president obama speaks about the buffett rule
barackobama,mitt romney pays 13 9% of his income in taxes—less than most middle class families
barackobama,“remind them who they work for ”
barackobama,rt congress is scheduled to vote on the buffett rule next week why do you support a fairer tax system
barackobama,join president obama in urging congress to pass the to make our tax system fairer
barackobama,rt “i’ve told you where i stand now it’s time for members of congress to do the same ”—president obama on the
barackobama,"rt potus “warren buffett is paying a lower tax rate than his secretary now that’s wrong that’s not fair """
barackobama,we’ll be live tweeting the president’s speech on —follow along for the latest
barackobama,watch live president obama speaks about the economy in florida
barackobama,our tax code lets millionaires pay a lower rate than the middle class find out how the would fix that
barackobama,if one of the 400 wealthiest taxpayers paid a fair share more than 49 500 seniors could save on prescription drug costs
barackobama,rt republicans are touting a report that makes false claims about obamacare and the deficit
barackobama,here’s what it would mean for thousands of students if congress made taxes fairer and passed the
barackobama,in march alone 190 000 people who hadn't donated before—including during the 2008 campaign—decided to give for the first time
barackobama,last month 567 000 people gave to help grow this organization
barackobama,by the end of march 1 8 million people had donated to own a piece of this campaign thank you
barackobama,remember that deadline from the other week we're still crunching numbers but here's a first look at what we raised together in march
barackobama,what could we pay for if we asked millionaires and billionaires to pay their fair share in taxes
barackobama,it was a beautiful weekend to get out and talk to voters even the easter bunny got in on the action
barackobama,alec shares why he’s in for at age 13
barackobama,rt the rnc unleashes a negative ad that blatantly ignores the reality of the president’s record
barackobama,even president reagan said it was wrong for a millionaire to pay a lower tax rate than a bus driver
barackobama,stand with president obama and ask millionaires to pay at least as much in taxes as middle class families
barackobama,get to know the —common sense tax reform to make sure millionaires pay their fair share
barackobama,rt if you agree congress should pass the next week so middle class families don't pay a higher tax rate than millionaires
barackobama,watch live the president and first lady speak at the white house easter egg roll
barackobama,hello joe is new on twitter today with the latest from the vice president on the campaign trail
barackobama,bo takes his inspiration from the easter bunny
barackobama,rt the obamas hosted the fourth annual passover seder at the white house last night
barackobama,photo of the day the first lady does the “bunny pokey ”
barackobama,"""to all americans i hope you have a weekend filled with joy and reflection focused on the things that matter most """
barackobama,be a fly on the wall in an field office—and if you like what you hear join a team in your own neighborhood
barackobama,"""mine isn’t a big donation maybe it’s enough for a box of light bulbs—even that can keep an office up and running ”"
barackobama,latinos for obama launches on april 18th—sign up to host a house party and hear from and
barackobama,22 000 households making more than $1 million paid less than 15% in taxes in 2009—less than most middle class families
barackobama,despite near record profits big oil keeps getting $4 billion of your tax dollars every year tell congress time’s up
barackobama,president obama wishes a chag sameach to all those celebrating passover this weekend
barackobama,jobs news this morning the economy has added more than 4 million private sector jobs over the last 25 months
barackobama,an estimated 20 4 million women are benefiting from expanded access to preventive services at no additional cost
barackobama,women owned small businesses have received more than 16 000 small business administration loans totaling more than $4 5 billion
barackobama,of the additional 3 4 million students who have received pell grants since the president took office approximately 2 3 million are women
barackobama,“as a father one of the highlights of every day is asking my daughters about their day their hopes and their futures ” —president obama
barackobama,"""is it possible that congress would get more done if there were more women in congress that is almost guaranteed "" —president obama"
barackobama,potus “every single day another 500 women take the helm of their own company right here in america ”
barackobama,president obama at the white house forum on women and the economy “women are over half this country and its work force ”
barackobama,watch live president obama speaks at the white house forum on women and the economy
barackobama,"""i thought 'well i’m for the common man too—sounds like i’m a democrat '”"
barackobama,president obama signed the jobs act today to make it easier for small businesses to get the financing they need
barackobama,so what's romney hiding tweet to demand he release his tax returns
barackobama,"""each week new questions are raised about whether [romney] took unusual steps to avoid paying his fair share in taxes """
barackobama,the washington post reported today that mitt romney is using a loophole to avoid disclosing his financial records
barackobama,this campaign has come a long way in a year and a day check out 's progress—and sign up to help build on it
barackobama,kentucky and baylor cut down the nets—but did you beat see if you made the all bracket challenge team
barackobama,"""we are kind of long past the time when women should be excluded from anything ""—"
barackobama,mitt romney vs reality
barackobama,potus “this is a country that’s always been on the cutting edge—and the reason is that america’s always had the most daring entrepreneurs ”
barackobama,“every day i’m fighting to make sure that america is the best place on earth to do business ” —president obama on making financing easier
barackobama,president obama on signing the jobs act “for start ups and small businesses this bill is a potential game changer ”
barackobama,watch live president obama signs the jobs act making it easier for startups and small businesses to get financing
barackobama,in 2009 1 470 millionaires paid $0 in federal income tax the buffett rule would make sure they pay their
barackobama,time to stop paying big oil twice—at the pump and on tax day tell congress to end taxpayer giveaways to oil companies
barackobama,find out why big oil is using record profits to attack the president
barackobama,fired up ready to go
barackobama,the five best videos of the last year as selected by the team
barackobama,here's a look at the five best tweets of this last year reply with your own favorite
barackobama,this campaign launched a year ago today—check out ’s progress to date and sign up to keep it moving forward
barackobama,here are some staff picks for the best of the last year
barackobama,for diarra from new jersey the best moment of the last year was the president's state of the union
barackobama,"kari from georgia on president obama singing al green ""makes me smile every time i see it """
barackobama,"adam from wisconsin loved ""the road we've traveled""—an inside look at the president's first three years"
barackobama,kendra of new york “'women are not an interest group' was the best line of any campaign in my recent memory ”
barackobama,"samantha from massachusetts was touched when the president signed ""thank you"" to a young man in maryland"
barackobama,over the last couple of days we've asked you about your favorite moments from this last year coming up five people's picks
barackobama,if you've been part of this already thank you if you haven't see what we've done so far and say you're in now
barackobama,this past saturday was the single biggest day of grassroots support yet 118 000 contributions came in over just 24 hours
barackobama,over the last year millions of people have come together to register voters recruit volunteers and grow this organization with donations
barackobama,president obama and supporters across the country launched this campaign a year ago today happy anniversary
barackobama,five years ago a woman named edith childs proved that one voice can change the world
barackobama,president obama signed the stock act today to ban insider trading by members of congress
barackobama,"rt president obama ""the stock act creates new disclosure requirements and new accountability measures """
barackobama,rt happy bday ofa one year ago today we began this campaign watch this and get fired up ready to go
barackobama,we’ll be live tweeting the president’s signing of the stock act from —follow along for the latest
barackobama,watch live president obama signs the stock act to ban insider trading by members of congress
barackobama,thanks to president obama 3 million more american students now receive pell grants
barackobama,rt thanks to the google art project you can visit the whenever you like
barackobama,enter the challenge for a chance to have your work alongside designers like and reese
barackobama,explore biden’s life and career on his new facebook timeline—and check him out in action with potus
barackobama,potus “warren buffett is paying a lower tax rate than his secretary that is not fair that is not right ” rt if you agree
barackobama,at 3 45pm et joe biden will be answering your questions on college affordability—ask yours using
barackobama,if you missed the president's speech you can watch the whole thing here
barackobama,president obama on the gop plan to gut medicare “gov romney said he’s very supportive of this new budget—and he even calls it marvelous ”
barackobama,potus “if you make more than $1 million annually then you should pay at least the same percent of your income as middle class families ”
barackobama,potus “prosperity has never trickled down from a wealthy few it has always come from the success of a strong and growing middle class ”
barackobama,president obama speaking at the asne conference in washington today “i believe this is a make or break moment for the middle class ”
barackobama,watch live president obama speaks about the economy in washington d c
barackobama,there are a lot of reasons to support president obama—what’s yours
barackobama,this campaign got started a year ago wednesday weigh in here on your favorite moment so far
barackobama,“our goal is to make sure people understand the facts and then more often than not they'll want to come on board ”
barackobama,middle class families shouldn’t pay a higher tax rate than millionaires
barackobama,grassroots supporters from all over the midwest spent the weekend making sure wisconsin's ready to vote
barackobama,nolan isn’t old enough to vote yet but he’s helping nc register voters and build this campaign
barackobama,the helped lindsey’s friend chris get insurance when he faced cancer and a serious heart condition at 22
barackobama,watch live president obama holds a joint press conference with the leaders of mexico and canada
barackobama,potus on why he stands with planned parenthood “protecting women’s health is a mission that stands above politics ”
barackobama,rt the first lady’s facebook page has a brand new look—check it out
barackobama,have a favorite fired up song take a look at our new supporter driven playlist and reply with your own picks
barackobama,a message from field organizers thank you
barackobama,"president obama ""women are not an interest group """
barackobama,to everyone who gave yesterday in advance of our fec deadline and over the quarter to support the president thank you no fooling
barackobama,last call to throw your name in the hat for dinner with president obama
barackobama,there's still someone out there who's going to fill the last seat at is it you
barackobama,new audio post field organizers across the country called in to explain why they joined
barackobama,president obama fired up in vermont yesterday
barackobama,“my best speeches came from having a conversation with someone ”—the president at
barackobama,every donation gets us closer to the campaign we’ll need to win this thing—one organizer at time
barackobama,tonight's deadline is our biggest yet give $3 or whatever you can
barackobama,"""asking a billionaire to pay at least the same tax rate as his secretary is just common sense """
barackobama,it’s all over at midnight—10% discount in the store with the code deadline
barackobama,"wyndi ""never in a million years did i think i would be having this conversation """
barackobama,here’s what your support helped organizers do last month
barackobama,ever wanted to ask president obama about his first date with michelle his hardest moment you can't miss this video
barackobama,get 10% off all orders of $10 or more today with the code deadline
barackobama,midnight tomorrow is our most critical fundraising deadline yet—chip in $3 so we can out organize the other side
barackobama,"potus women are ""half of this country and they're perfectly capable of making their own choices about their health """
barackobama,hear what folks on the factory floor in iowa have to say about the comeback of american manufacturing
barackobama,we had such a good time at dinner with supporters—and how great is michelle watch and pitch in if you can bo
barackobama,rt just launched our facebook timeline check it out and tweet back your favorite
barackobama,jerusalem isn’t old enough to vote yet—but that hasn’t stopped her from getting involved
barackobama,photo of the day vp biden meeting one of his littlest supporters in davenport iowa yesterday
barackobama,“i bark for barack”—a car magnet for dog owners
barackobama,biden was in iowa yesterday talking about the comeback of american manufacturing check out the photos
barackobama,now taking playlist recommendations thanks
barackobama,rt cause it will allow me to get better insurance w/better coverage w/pre existing conditions in 2014
barackobama,own a piece of this campaign—chip in $3 before saturday’s critical fundraising deadline
barackobama,rt —see why you should too and help spread the word about health care reform
barackobama,maternity services aren't covered for 62% of americans with individual health plans the ensures that all plans cover them after 2014
barackobama,stand with president obama—tell congress to end billions in tax giveaways to big oil
barackobama,we'll be live tweeting the president's remarks at
barackobama,watch live president obama speaks about ending oil subsidies
barackobama,rt talk about inspirational
barackobama,at a campaign stop in iowa today biden talked about american jobs coming back stronger than ever
barackobama,“we’ve got some great people in this town and door knocking is one of my favorite things to do ”
barackobama,“our health our vote”—carry the message with you
barackobama,“america is coming back it's not a political slogan it’s a reality ”— in davenport iowa today
barackobama,romney’s economic record outsourcing american jobs and investing overseas
barackobama,"rt mitt romney says it would be ""marvelous"" if paul ryan's budget passed—ending medicare as we know it"
barackobama,don’t miss a chance to have —chip in $3 for a shot at the last seat at the table
barackobama,insurance companies can charge women more for the same coverage in 33 states the makes that discrimination illegal in 2014
barackobama,send your friends a postcard to let them know why you like obamacare—and why they should too
barackobama,obama 2012 is now on pinterest included fast facts updates from the field and yes a few photos of bo
barackobama,chart of the day how much more do women pay for health insurance
barackobama,these six co volunteers have pledged to register 330 new voters
barackobama,check out why folks across the country support the affordable care act—then share your own reason with
barackobama,this campaign has a new home base in western north carolina—asheville is open for organizing
barackobama,“neither my siblings nor i could separate the needs of our parents from the needs of our children ” — biden
barackobama,rt the benefits of health care reform as explained in an animated video
barackobama,today nearly 1/3 of all hispanic americans don't have health insurance the will help 9 million more latinos get coverage
barackobama,organizers infographics murals and cake—now pinning all of the above for on pinterest
barackobama,what would you ask the president over dinner time is running out to take the last seat at the next
barackobama,has the progress we've made over the last three years changed your life share what it means to you
barackobama,ever wanted to have dinner with the president now’s your chance—take the last seat at the next
barackobama,when judy found out that she was having dinner with the president and first lady she was floored
barackobama,rt gloria is a woman for obama so am i
barackobama,entérate de los beneficios de la ley de cuidado de salud para ti y tu familia con esta herramienta
barackobama,rt check out *new* ofa report that highlights how the hispanic community has benefited from
barackobama,rt because i'm tired of using bake sales and car washes as means to pay for a kid’s cancer treatment
barackobama,rt y lee because health care like education should be a basic human right
barackobama,“decent health insurance should not be just a perk for the rich ”
barackobama,rt nm jocelyn likes obamacare see why
barackobama,romney’s plan for big oil billions in tax breaks and government handouts
barackobama,check out the 's new state by state map to find out how the is helping people where you live
barackobama,ready to join this organization's next generation of leaders suit up here
barackobama,on why this election is a turning point for women
barackobama,“thanks for your service kiddo ”
barackobama,t shirt edition
barackobama,just a few reasons people have said
barackobama,it's been an unpredictable march even if your bracket's a mess you can still weigh in on who will win the tournament
barackobama,fun bracket fact of tens of thousands of entries no one was beating potus in the obama bracket challenge—until yesterday's games
barackobama,"potus ""i'm counting on young professionals to help out organize our opponents again this november """
barackobama,"“what our future looks like is going to be very different depending on who's governing ""—"
barackobama,the president is counting on young people this november
barackobama,"""so much of america needs to be rebuilt right now ""—potus calls on congress to pass a bipartisan transportation bill"
barackobama,here’s to two years of better health care for millions of families stand with the president and say
barackobama,the president's bracket is looking pretty strong—but you can still win bragging rights by picking the winner
barackobama,$1 billion approximate added health care costs women pay each year due to gender discrimination
barackobama,health reform—still a bfd and now it’s on a t shirt
barackobama,rt nv susan likes obamacare because it's saving her friend's life
barackobama,rt because unhealthy civilizations cannot compete in the global economy
barackobama,presidents tried to reform health care for nearly a century this one got it done
barackobama,thanks to the over 30 million more americans will gain health coverage by 2016—many for the first time
barackobama,rt lamesha because my dad is on a fixed income and can now afford his prescriptions go obamacare
barackobama,rt because there are millions of children who now have adequate healthcare when they are injured or sick
barackobama,rt because too many people skip preventative care due to high costs which are compounded once they are sick
barackobama,rt i like obamacare because it allows me to stay on my parents insurance i am so grateful for the obama plan
barackobama,if you're proud of obamacare and tired of the other side using it as a dirty word complete this sentence because
barackobama,happy birthday to obamacare two years in the affordable care act is making millions of americans' lives better every day
barackobama,"""fifty years from now volunteers will be able to look back and say 'i elected that president '"""
barackobama,not voting “could be the difference between being in a hospital or living my life in good health ”
barackobama,president obama signed the affordable care act two years ago today here's how it's changing lives
barackobama,it wasn’t easy but we got it done it’s been two years since the became a law
barackobama,president obama’s health care law cuts waste and strengthens medicare—romney’s repeal plan would bankrupt it by 2016
barackobama,"""politics had reached into my home and helped my family "" take a minute for this"
barackobama,rt president obama “we have been subsidizing oil companies for a century that’s long enough ”
barackobama,rt “i will not accept an energy strategy that traps us in the past ”—president obama speaking in ohio today
barackobama,you can follow live tweets of the president's energy speech on
barackobama,watch live president obama speaks on an all of the above energy strategy in ohio
barackobama,a story about how each major provision of the affordable care act is changing people's lives two years in
barackobama,rt ok showin' our president some hospitality it's the oklahoma way
barackobama,thanks to the being a woman will no longer be a pre existing condition in 2014 women deserve equal rates for equal coverage
barackobama,“president obama believed in toledo autoworkers ” watch highlights from biden’s campaign stop in ohio last week
barackobama,potus “i don’t want the energy jobs of tomorrow going to other countries i want them here in the united states of america ”
barackobama,president obama in oklahoma “producing more oil and gas here at home will continue to be a critical part of our energy strategy ”
barackobama,watch live president obama speaks on american energy in oklahoma
barackobama,protect the progress of the affordable care act—and the lives it’s saving—by joining the week of action
barackobama,sheena’s favorite part of her job is introducing new staff to the motto—respect empower include win
barackobama,“every time you fill up at the pump they’re making money they’re doing just fine ”—potus on ending big oil subsidies
barackobama,“we’re not going to walk away from the promise of clean energy ”—the president in boulder city nevada on his commitment to renewable energy
barackobama,watch live president obama speaks about clean energy in nevada
barackobama,big oil shouldn't get $4 billion a year in tax subsidies while making record profits tell congress to end them now
barackobama,thanks to the sarah didn’t have to put her career on hold to make sure her child’s health was protected
barackobama,in 2011 6 million women on medicare received free mammograms thanks to the how does health care reform help you
barackobama,see how the affordable care act is helping you and your family in just five steps
barackobama,even if your bracket’s busted you can still support number 44 and get an basketball jersey for $10 off
barackobama,the president’s bracket puts him in the 98th percentile—just lucky we guess
barackobama,"""i am proud of you "" stephon signed ""thank you "" the president signed back"
barackobama,zoe was born with half a heart a video every parent needs to see
barackobama,what’s at stake for you in this election share what’s on your mind—and help shape the conversation moving forward
barackobama,more than 1 million young women have gained health coverage thanks to the —13 million more will be covered by 2016
barackobama,janette’s husband and two kids are healthy—but before the routine medical bills cost them thousands every year
barackobama,michele is building this campaign with mi and a clipboard
barackobama,thanks to the 54 million americans can get free preventive health care services that they used to pay for out of pocket
barackobama,romney’s plan to repeal the would let insurance companies go back to spending up to 40% of your premiums on overhead costs—not care
barackobama,if romney had his way and repealed the millions of americans could lose access to preventive health services
barackobama,rt va packed house today at the charlottesville office opening thanks to all for joining us
barackobama,our troops first went to iraq 9 years ago today—now they’re home honor their service by writing a welcome home note
barackobama,"""thank you for the last four years of hope not fear and hate """
barackobama,yesterday mitt romney wondered why a young person would vote a lot of people stepped up to enlighten him
barackobama,thanks to president obama health care is more affordable and accessible how has the helped you and your family
barackobama,women pay 30 to 50% more than men for the same health coverage the will make this discrimination illegal in 2014
barackobama,"""today we express our gratitude by saying once more welcome home """
barackobama,the iraq war began nine years ago today sharon shares how she felt when president obama welcomed our troops home
barackobama,obama 2012 state leadership report back on how they're putting your donations to work in the states
barackobama,hear our state leadership explain how your donations translate to calls office openings and youth summits
barackobama,since april 2011 a total of 1 64 million people have pitched in to own a piece of this campaign
barackobama,every five bucks helped 97 7% of february's contributions were $250 or less for an average donation of $59 04
barackobama,105 000 of the people who donated in february were giving to support this organization for the very first time
barackobama,in february 348 000 people donated to raise over $45 million for this campaign thank you
barackobama,happy fec report release day here's state leadership with our february totals &amp what they've made possible
barackobama,earlier today mitt romney asked why any young person would vote for president obama here are some reasons
barackobama,only a few hours until the third guest for is chosen pitch in $3 before the deadline
barackobama,pitch in $3 by midnight for your chance to be the third guest for
barackobama,you could be president obama's third guest for but only if you claim your seat by midnight tonight
barackobama,see what happened when jim from ohio found out he gets to have dinner with president obama
barackobama,bayard rustin an american activist at the forefront of gay civil &amp workers' rights would have turned 100 today
barackobama,potus celebrating st paddy's this afternoon
barackobama,oil companies don’t need $4 billion of your tax dollars every year
barackobama,happy st patrick’s day today is last call for a limited edition o’bama t shirt
barackobama,a smile to take you into the weekend
barackobama,check out a few great photos from ’s visit to toledo yesterday
barackobama,thanks to the insurance companies can’t deny coverage to up to 17 million kids with pre existing conditions
barackobama,fired up in the heartland—new photos from an ne office opening
barackobama,"romney on planned parenthood ""we're going to get rid of that "" stand up for women's health—and pass it on"
barackobama,romney's deficit plan watch it explode
barackobama,rt bain capital founded by mitt romney is linked to chinese surveillance
barackobama,for your friday afternoon enjoyment
barackobama,"""i love you back """
barackobama,“i hear patients in the hospital say ‘thank goodness that passed’ all the time ”
barackobama,the lifted lifetime caps on health care for 105 million americans—so coverage will be there when they need it
barackobama,"if you missed it last night watch ""the road we've traveled"" here—an inside look at the president's first three years"
barackobama,rt having a bad day watch worried about polls watch then find ofa office &amp volunteer
barackobama,rt hudy my has been amazing it was fun meeting you
barackobama,"if you missed the live premiere of ""the road we've traveled "" you can watch the full thing here"
barackobama,rt friend fabulous made me cry seriously
barackobama,rt well done integrity dignity professional authentic and a fabulous president
barackobama,rt thanks for answering my question
barackobama,"rt my favorite line ""he took the harder and more honorable road "" bill clinton"
barackobama,rt think about what we have managed to accomplish in 3 years with potus at the helm
barackobama,what did you think of
barackobama,"watch live the premiere of ""the road we've traveled "" an inside look at the obama presidency"
barackobama,"the premiere of ""the road we've traveled "" narrated by tom hanks starts in less than an hour watch live here"
barackobama,“this position is pulling out just about everything i’ve learned in my life ”
barackobama,check out the new youtube page with a video timeline going back to 2007 videos by issue and more
barackobama,how did get repealed what role will the auto rescue play in the election send your questions for using
barackobama,“thousands of americans have jobs right now because we’ve doubled the use of clean energy in this country ”
barackobama,the auto recovery is putting ohioans back to work—the industry now supports 400 000 ohio jobs
barackobama,today's your last chance to get a free obama biden bumper sticker don’t miss out—pick your favorite now
barackobama,thanks to the affordable care act all new insurance plans now cover many preventive services with no co pay or deductible
barackobama,if you’re wondering what it’s like in the white house situation room or how it felt to pass the ask using
barackobama,tonight’s the night—tune in to watch the live premiere of “the road we’ve traveled” at 8pm et
barackobama,the vice president is back on the campaign trail today in toledo ohio—let’s give joe a big welcome back
barackobama,“since i took office america’s dependence on foreign oil has gone down every single year ”—president obama
barackobama,“america controls its own destiny we’re not dependent on someone else ”—president obama on the need for an all of the above energy strategy
barackobama,watch live president obama speaks about american energy in maryland
barackobama,just two hours until tip off—here's your last chance to out pick the president
barackobama,after the film stewart will take your questions about it for ask yours using
barackobama,tomorrow night is the premiere of “the road we’ve traveled”—don’t miss it
barackobama,read up on president obama's all of the above approach to addressing gas prices
barackobama,the rush hour view would be a whole lot nicer if everyone picked out a free bumper sticker
barackobama,the president’s picks are in check out his bracket—and find out who he’s picked to go all the way
barackobama,the affordable care act doesn't just benefit patients
barackobama,mitt romney said he would “get rid” of planned parenthood stand with the president in support of women's health
barackobama,millions of small businesses are eligible for a tax credit to help pay for health care premiums— covers 50% of costs starting in 2014
barackobama,watch live president obama and uk prime minister david cameron hold a joint press conference
barackobama,happy pi day
barackobama,ever wish the car ahead of you had an obama biden bumper sticker your car can lead by example—get your free one now
barackobama,rt today in missouri romney said “planned parenthood we’re going to get rid of that ”
barackobama,"""there really were times when i forgot that i was talking to the president and first lady """
barackobama,mike has a pre existing condition—but the health insurance he got through the makes it more manageable
